Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments
Post_2077,Instagram,#Education,Reel,Japan,453975,48308,60971,38116
Post_2078,Instagram,#Fitness,Post,India,356764,263855,20640,43357
Post_2079,Twitter,#Dance,Tweet,UK,2269963,333069,81591,17434
Post_2081,YouTube,#Music,Video,India,509123,259581,53583,2019
Post_2084,YouTube,#Fitness,Video,Japan,2393584,145807,92401,29656
Post_2085,Instagram,#Tech,Post,Germany,142695,223095,15542,11469
Post_2086,Twitter,#Tech,Tweet,UK,734242,113418,42016,49506
Post_2089,YouTube,#Comedy,Video,Japan,97074,436030,82440,9626
Post_2090,Instagram,#Viral,Reel,India,1737131,359589,16428,25826
Post_2095,Instagram,#Fitness,Reel,Brazil,448051,256526,88555,9475
Post_2098,TikTok,#Comedy,Live Stream,Australia,3003843,320819,72442,1410
Post_2100,Instagram,#Challenge,Reel,UK,2292806,162800,30173,43887
Post_2107,Twitter,#Dance,Tweet,UK,4940565,326871,92268,5785
Post_2113,TikTok,#Dance,Live Stream,Germany,1778307,57050,82609,28347
Post_2117,Twitter,#Gaming,Video,Germany,3252632,398969,85010,22720
Post_2118,Instagram,#Tech,Post,USA,2800983,294183,6110,21898
Post_2120,TikTok,#Fashion,Video,Australia,932583,243874,61449,31026
Post_2121,Twitter,#Challenge,Video,USA,2088610,416340,73103,8029
Post_2122,Instagram,#Fashion,Reel,UK,2975538,428206,273,5526
Post_2125,Instagram,#Viral,Live Stream,USA,812313,84212,67698,12732
Post_2129,TikTok,#Viral,Live Stream,Canada,1274494,317324,32727,21300
Post_2130,YouTube,#Music,Video,Canada,1152050,57749,49408,17292
Post_2137,Instagram,#Gaming,Reel,Australia,3894059,344593,93343,21314
Post_2139,YouTube,#Challenge,Video,Japan,2221509,94536,30994,17067
Post_2140,Instagram,#Music,Reel,Brazil,2854637,188755,50133,48809
Post_2142,YouTube,#Challenge,Live Stream,Australia,3863014,248275,65817,25327
Post_2143,YouTube,#Challenge,Live Stream,Brazil,1653694,108742,26758,18715
Post_2146,Twitter,#Viral,Tweet,UK,2664697,448573,15378,20611
Post_2152,TikTok,#Fitness,Video,UK,4706191,318830,35920,32602
Post_2153,TikTok,#Gaming,Video,Canada,311896,380243,78206,27299
Post_2157,YouTube,#Gaming,Video,USA,3200398,275571,97019,15736
Post_2160,TikTok,#Education,Video,Japan,4306154,289599,29188,17469
Post_2161,YouTube,#Challenge,Video,Australia,4521597,438998,99103,14083
Post_2167,Twitter,#Dance,Video,Canada,320720,465297,36253,43115
Post_2168,Twitter,#Music,Tweet,Japan,4217823,141048,38461,5788
Post_2171,Twitter,#Comedy,Video,Japan,4620289,304155,43414,44280
Post_2177,Twitter,#Viral,Video,Canada,2974026,445834,2556,36194
Post_2178,Instagram,#Fashion,Live Stream,UK,2658996,329969,61578,12445
Post_2182,Instagram,#Music,Live Stream,Canada,3148704,463587,9057,13811
Post_2191,Instagram,#Comedy,Live Stream,Canada,3712830,135258,87420,47950
Post_2193,Twitter,#Tech,Tweet,Australia,2044541,57785,95543,45021
Post_2195,Instagram,#Fitness,Post,Germany,1615734,285555,68383,31687
Post_2196,TikTok,#Challenge,Live Stream,Brazil,639630,343326,96725,48577
Post_2198,Twitter,#Fashion,Tweet,Canada,1006906,153888,62055,43370
Post_2199,TikTok,#Gaming,Live Stream,Brazil,810419,34397,20268,21325
Post_2200,Instagram,#Challenge,Live Stream,Germany,3995291,237537,75689,38151
Post_2203,Instagram,#Fitness,Post,Germany,4913452,306350,2985,44655
Post_2204,TikTok,#Gaming,Live Stream,India,2443283,82547,85481,19090
Post_2205,YouTube,#Challenge,Video,Germany,4037538,373205,89453,48449
Post_2207,YouTube,#Music,Live Stream,Germany,591859,475173,79780,15871
Post_2209,TikTok,#Education,Live Stream,Japan,2114199,130092,77083,28834
Post_2212,TikTok,#Comedy,Video,Brazil,4854526,409766,24084,33526
Post_2213,YouTube,#Challenge,Live Stream,Germany,2968614,8940,55512,39938
Post_2214,Instagram,#Challenge,Post,Brazil,261001,277498,57943,20924
Post_2217,Twitter,#Education,Tweet,Canada,3681125,234402,12937,11806
Post_2219,Twitter,#Education,Tweet,Canada,175511,168183,60981,48874
Post_2225,Instagram,#Gaming,Live Stream,USA,3087010,167365,34302,37657
Post_2232,YouTube,#Fitness,Video,Brazil,3371495,283970,78225,32830
Post_2243,Twitter,#Tech,Video,India,2654590,488135,71550,15800
Post_2246,Twitter,#Fitness,Tweet,India,4946908,203142,39890,30878
Post_2248,Twitter,#Tech,Tweet,Canada,4549360,280796,69638,48578
Post_2249,Twitter,#Viral,Tweet,Australia,3294369,278905,91660,30693
Post_2253,YouTube,#Music,Video,USA,3906243,385981,34390,20819
Post_2257,Twitter,#Viral,Tweet,USA,2173237,348685,72757,47567
Post_2259,Instagram,#Fitness,Post,UK,3336371,199406,96109,1573
Post_2260,TikTok,#Music,Live Stream,Australia,1792773,196111,17185,44558
Post_2262,Instagram,#Music,Post,USA,3785489,39486,15742,31425
Post_2265,Instagram,#Education,Live Stream,Canada,4306085,274903,59924,38017
Post_2270,TikTok,#Comedy,Live Stream,India,842016,244313,18044,22699
Post_2273,Instagram,#Dance,Post,India,2610314,497448,37488,3751
Post_2278,TikTok,#Gaming,Video,Canada,958894,353889,26494,34577
Post_2281,Instagram,#Dance,Post,Canada,4021492,455615,5258,11806
Post_2285,YouTube,#Education,Live Stream,India,2181994,78102,72816,15652
Post_2289,TikTok,#Education,Live Stream,UK,3112218,43412,99638,9495
Post_2290,YouTube,#Viral,Video,Canada,1178987,190093,72698,10056
Post_2295,Twitter,#Dance,Tweet,UK,3783154,75634,72448,27341
Post_2298,Twitter,#Viral,Video,Brazil,2758545,191075,62671,43510
Post_2299,Instagram,#Comedy,Post,Australia,3467552,147696,27597,48344
Post_2300,Instagram,#Comedy,Live Stream,India,1557711,232504,92705,26887
Post_2303,Twitter,#Fashion,Video,USA,3718031,227580,713,33831
Post_2304,YouTube,#Comedy,Live Stream,USA,3431137,116381,42790,46147
Post_2308,TikTok,#Education,Live Stream,Japan,1006386,96310,36336,12500
Post_2309,YouTube,#Education,Video,Canada,2899934,201125,90937,32201
Post_2310,YouTube,#Tech,Live Stream,Canada,332524,334771,62559,49605
Post_2312,Twitter,#Music,Tweet,Canada,4101021,136771,88796,4043
Post_2314,Twitter,#Gaming,Tweet,Australia,3561668,293915,74678,26781
Post_2316,TikTok,#Challenge,Video,Australia,4720948,4313,9479,36144
Post_2317,TikTok,#Education,Live Stream,UK,1067880,428558,44337,33150
Post_2320,Instagram,#Challenge,Reel,Canada,3082916,70195,7912,15188
Post_2321,Instagram,#Fashion,Reel,Japan,1946599,162862,98819,40097
Post_2323,YouTube,#Music,Video,Australia,3464416,130550,75762,46478
Post_2324,TikTok,#Education,Live Stream,Canada,2993394,381818,62760,25589
Post_2326,Instagram,#Challenge,Reel,Australia,829327,240625,50607,2433
Post_2329,YouTube,#Challenge,Live Stream,Germany,748460,229548,23753,13759
Post_2332,Instagram,#Comedy,Reel,Brazil,3605145,490924,80578,11164
Post_2333,Instagram,#Fitness,Reel,Germany,2244659,464647,72133,21371
Post_2339,Instagram,#Tech,Post,USA,4739340,30609,72269,38645
Post_2342,Twitter,#Viral,Tweet,India,3231089,101739,6371,33003
Post_2346,YouTube,#Fitness,Live Stream,Canada,2580641,123664,69711,7855
Post_2348,YouTube,#Viral,Video,Brazil,1214414,157239,57620,29886
Post_2355,Instagram,#Music,Reel,Canada,434344,82529,16899,35321
Post_2359,Instagram,#Dance,Post,Japan,1567332,378583,88750,33441
Post_2360,TikTok,#Dance,Video,India,583548,159734,5218,18625
Post_2362,TikTok,#Fashion,Live Stream,Japan,2142186,145976,95970,8679
Post_2364,Instagram,#Dance,Reel,Canada,3265277,458051,29284,27213
Post_2368,YouTube,#Comedy,Live Stream,Japan,274569,84850,78663,22317
Post_2371,TikTok,#Gaming,Video,Australia,3640704,122275,69449,39348
Post_2372,Twitter,#Fashion,Tweet,Canada,4201548,235903,65461,45899
Post_2373,Instagram,#Viral,Reel,UK,2674421,365369,78273,45815
Post_2375,YouTube,#Fitness,Live Stream,Australia,1417380,466880,27498,31415
Post_2376,Twitter,#Challenge,Tweet,Canada,3439140,412155,15138,23614
Post_2377,TikTok,#Gaming,Live Stream,Japan,1673508,79020,91806,20155
Post_2378,Twitter,#Gaming,Video,Australia,1053561,469326,72822,39659
Post_2380,Twitter,#Fashion,Tweet,UK,4210620,188460,2003,44118
Post_2382,YouTube,#Fashion,Live Stream,UK,1530621,127327,89084,33491
Post_2384,YouTube,#Challenge,Video,India,4303440,2761,98789,28154
Post_2389,Instagram,#Music,Reel,Canada,203200,218590,72764,34315
Post_2390,TikTok,#Challenge,Live Stream,USA,3105849,19437,81661,30275
Post_2391,Twitter,#Viral,Tweet,Japan,1633210,436819,60378,21976
Post_2392,TikTok,#Challenge,Video,Japan,2035775,228933,57754,21473
Post_2398,Instagram,#Comedy,Reel,India,267595,196017,71829,28958
Post_2401,TikTok,#Challenge,Video,USA,4207986,433397,76452,4641
Post_2403,TikTok,#Viral,Video,USA,416662,334892,26921,5078
Post_2404,Twitter,#Music,Tweet,Japan,3438856,106702,82635,48353
Post_2405,Twitter,#Comedy,Video,UK,270796,352250,73303,40986
Post_2411,TikTok,#Comedy,Live Stream,Japan,2027807,181535,68072,3161
Post_2412,Twitter,#Dance,Tweet,USA,2169060,107786,69766,49507
Post_2413,TikTok,#Tech,Live Stream,UK,3544861,135885,21914,32733
Post_2415,YouTube,#Comedy,Video,Australia,2588183,255730,21342,29577
Post_2416,Twitter,#Comedy,Tweet,India,2235474,91583,92501,28268
Post_2417,TikTok,#Challenge,Video,UK,3524223,1184,78674,12101
Post_2418,YouTube,#Viral,Live Stream,UK,1893669,98719,38141,25909
Post_2419,YouTube,#Fashion,Video,Brazil,984735,436238,69677,42992
Post_2420,YouTube,#Fashion,Live Stream,Germany,3801329,179214,62593,37675
Post_2427,Instagram,#Tech,Live Stream,India,4466621,479028,75159,13063
Post_2430,Twitter,#Fashion,Tweet,Australia,752874,409136,81870,13101
Post_2432,Instagram,#Comedy,Post,UK,4930465,145318,39080,9349
Post_2433,Twitter,#Dance,Video,Canada,4914010,19243,56002,8519
Post_2434,Twitter,#Gaming,Video,Australia,584615,150064,84725,17775
Post_2437,YouTube,#Comedy,Live Stream,Brazil,2023853,456466,20085,32976
Post_2440,TikTok,#Fashion,Live Stream,India,57063,445321,50056,13751
Post_2443,YouTube,#Tech,Video,USA,3691681,86388,36191,49207
Post_2444,TikTok,#Tech,Video,Germany,4837671,346397,58957,5374
Post_2446,TikTok,#Education,Video,Brazil,2425554,328451,85600,31540
Post_2448,YouTube,#Fashion,Live Stream,Germany,4335484,265736,60002,48789
Post_2454,YouTube,#Fashion,Live Stream,UK,939082,406358,86675,10858
Post_2455,YouTube,#Fashion,Video,Brazil,1911934,414686,62802,17662
Post_2456,YouTube,#Tech,Live Stream,Germany,1708144,56901,20001,7802
Post_2457,TikTok,#Dance,Live Stream,Canada,4730930,442721,55560,33554
Post_2462,Instagram,#Fashion,Live Stream,India,3003531,381398,70031,25141
Post_2463,TikTok,#Gaming,Live Stream,Germany,4589879,316201,78508,13106
Post_2466,Twitter,#Challenge,Tweet,USA,468718,351338,89790,32094
Post_2467,TikTok,#Music,Live Stream,Brazil,1024956,294506,13536,48320
Post_2468,Twitter,#Challenge,Video,Germany,2127962,220734,21453,14972
Post_2471,Twitter,#Viral,Video,Australia,2020909,65259,90445,33608
Post_2473,Instagram,#Dance,Live Stream,Germany,2349428,91877,14035,48890
Post_2474,Instagram,#Music,Post,Canada,3495833,247723,73354,24761
Post_2485,TikTok,#Challenge,Video,India,2497149,23114,23917,18942
Post_2492,Instagram,#Gaming,Reel,USA,1976709,80323,48505,43372
Post_2494,Instagram,#Challenge,Live Stream,Brazil,2827457,65941,46483,48418
Post_2495,Twitter,#Viral,Video,UK,1452698,161930,17928,18917
Post_2498,Instagram,#Viral,Reel,Germany,493921,40363,16844,32469
Post_2500,Twitter,#Fitness,Tweet,Brazil,2701054,19099,6791,12487
Post_2503,Instagram,#Music,Live Stream,Japan,1703104,197192,63338,3886
Post_2511,Twitter,#Music,Video,UK,1350342,347635,85096,4171
Post_2514,YouTube,#Fitness,Video,India,2694912,28836,90228,9577
Post_2515,TikTok,#Fashion,Live Stream,USA,4368330,103328,93696,45312
Post_2516,Instagram,#Music,Live Stream,USA,213212,31125,57224,27244
Post_2518,Twitter,#Fashion,Tweet,Japan,4413422,167555,58449,806
Post_2524,YouTube,#Viral,Video,USA,1197159,216342,10156,7638
Post_2528,YouTube,#Gaming,Live Stream,Canada,580413,148546,85714,30266
Post_2531,Instagram,#Tech,Post,Canada,4168696,113448,30625,48391
Post_2534,Twitter,#Dance,Tweet,Japan,4758478,12810,84684,28499
Post_2535,Instagram,#Tech,Post,UK,2942675,167857,18673,3273
Post_2538,YouTube,#Tech,Video,India,4261296,160489,27495,49820
Post_2539,YouTube,#Challenge,Live Stream,Australia,85136,155014,78757,18966
Post_2540,Instagram,#Music,Live Stream,Australia,401582,415577,39290,43037
Post_2542,Instagram,#Gaming,Reel,UK,3508758,417726,86984,579
Post_2543,Twitter,#Viral,Video,Brazil,4974277,54468,92889,6169
Post_2544,YouTube,#Fashion,Live Stream,UK,1032747,356909,54789,47157
Post_2545,Instagram,#Comedy,Post,India,1827742,68140,14386,10354
Post_2547,Instagram,#Fitness,Post,UK,3892548,47532,2967,4004
Post_2548,Twitter,#Fashion,Tweet,UK,815181,3087,33539,8879
Post_2549,Instagram,#Comedy,Reel,UK,4428223,263558,38409,220
Post_2550,TikTok,#Challenge,Video,USA,3499233,152081,83684,11191
Post_2552,TikTok,#Comedy,Live Stream,Canada,556068,40772,70937,39800
Post_2553,TikTok,#Tech,Live Stream,Canada,3658692,209387,89681,14453
Post_2555,Twitter,#Challenge,Video,USA,674124,498332,88370,26302
Post_2566,Twitter,#Music,Tweet,India,3596679,429470,19732,12766
Post_2570,YouTube,#Fitness,Video,Japan,3047626,396572,2041,13218
Post_2574,Instagram,#Education,Live Stream,Brazil,2262056,291846,30805,8381
Post_2579,Instagram,#Fitness,Reel,USA,1701876,310183,78161,41590
Post_2580,Instagram,#Fitness,Reel,USA,142287,488840,88711,41354
Post_2583,YouTube,#Music,Video,USA,4567760,463413,32735,22516
Post_2584,YouTube,#Dance,Live Stream,Australia,1080580,147375,99235,11219
Post_2587,Instagram,#Education,Post,Japan,3759036,49515,94487,19525
Post_2589,Twitter,#Comedy,Video,India,3878035,348866,80120,34139
Post_2590,YouTube,#Challenge,Live Stream,Japan,2655487,236695,22847,47938
Post_2592,Twitter,#Fitness,Video,Canada,559570,479352,39884,22495
Post_2593,TikTok,#Fashion,Video,Brazil,36380,191250,49211,34693
Post_2594,TikTok,#Viral,Video,USA,3514325,72881,13919,31645
Post_2600,TikTok,#Education,Live Stream,India,468457,278112,72079,5499
Post_2601,YouTube,#Tech,Live Stream,Germany,4999077,490971,6444,16296
Post_2604,TikTok,#Music,Live Stream,USA,204921,127363,83720,40404
Post_2609,TikTok,#Viral,Video,India,1117579,243650,99520,20065
Post_2610,Instagram,#Fitness,Reel,Canada,4144067,133720,86090,44322
Post_2611,Twitter,#Gaming,Tweet,Australia,4059731,426920,24990,34937
Post_2615,TikTok,#Viral,Live Stream,Brazil,2815065,428338,96688,9583
Post_2626,TikTok,#Viral,Live Stream,USA,3102190,192002,40911,3390
Post_2632,Twitter,#Challenge,Video,Brazil,1695407,499065,98572,16630
Post_2633,TikTok,#Education,Video,Japan,2050045,22490,29109,881
Post_2635,YouTube,#Tech,Live Stream,Australia,1249895,111529,10973,36891
Post_2639,Instagram,#Fashion,Live Stream,USA,4257118,186429,23604,19658
Post_2644,Instagram,#Dance,Live Stream,Canada,2552873,342534,85291,24004
Post_2646,YouTube,#Comedy,Video,Germany,116734,384391,60921,39945
Post_2650,Instagram,#Music,Reel,Japan,3073979,274163,78633,27860
Post_2651,TikTok,#Fitness,Video,Japan,2105915,206288,56382,33816
Post_2655,Instagram,#Challenge,Live Stream,Japan,3339645,423737,51231,19571
Post_2656,Twitter,#Gaming,Tweet,Brazil,764438,337969,65215,38876
Post_2658,TikTok,#Tech,Video,Canada,2250089,115248,20570,36323
Post_2659,Twitter,#Viral,Tweet,India,2705979,443040,73168,26742
Post_2660,TikTok,#Comedy,Video,UK,472157,347400,81972,908
Post_2662,Twitter,#Comedy,Tweet,Germany,2458815,13248,84534,32533
Post_2663,Instagram,#Gaming,Reel,Germany,2513698,158723,61512,17584
Post_2665,TikTok,#Viral,Live Stream,Germany,1881796,29670,80020,1132
Post_2670,YouTube,#Dance,Live Stream,Germany,1765030,374462,98165,42776
Post_2673,YouTube,#Dance,Live Stream,India,2586294,43890,99333,48975
Post_2675,Instagram,#Dance,Live Stream,Brazil,2619842,462407,20536,35579
Post_2679,TikTok,#Gaming,Live Stream,Brazil,168039,248372,76006,17287
Post_2681,Twitter,#Education,Tweet,Japan,4355093,419656,83750,6972
Post_2683,Twitter,#Viral,Tweet,Germany,3464955,224821,63786,9555
Post_2686,YouTube,#Education,Live Stream,India,1618622,30778,25340,46218
Post_2688,YouTube,#Tech,Video,Japan,2736776,192088,21628,43049
Post_2703,YouTube,#Fashion,Live Stream,Japan,730087,3824,15633,34603
Post_2706,TikTok,#Viral,Live Stream,UK,3007477,237285,68950,21390
Post_2707,Instagram,#Fashion,Reel,Canada,2711659,266006,6741,40856
Post_2708,TikTok,#Education,Live Stream,India,1876306,149927,65747,27923
Post_2712,TikTok,#Dance,Video,Brazil,2877171,194774,63518,679
Post_2715,Instagram,#Tech,Post,Australia,3535094,277346,18702,27624
Post_2717,Twitter,#Comedy,Video,India,435830,288717,492,10374
Post_2718,TikTok,#Fitness,Video,Brazil,2693423,222683,32845,15899
Post_2719,Instagram,#Challenge,Live Stream,UK,4621169,273643,43438,18369
Post_2720,Twitter,#Comedy,Video,Japan,4185185,11304,89974,12613
Post_2721,Instagram,#Music,Live Stream,UK,1170696,429372,49207,49136
Post_2722,TikTok,#Gaming,Video,USA,1215490,112430,80565,2738
Post_2723,Twitter,#Music,Tweet,Japan,3218850,182607,48640,15068
Post_2728,Twitter,#Gaming,Tweet,USA,1942872,108781,71823,49737
Post_2730,TikTok,#Fashion,Video,Germany,2194817,62191,83327,16736
Post_2735,Instagram,#Gaming,Live Stream,Brazil,4312788,124275,98380,8457
Post_2738,Twitter,#Comedy,Video,Canada,4925883,316798,20215,12908
Post_2739,YouTube,#Education,Video,Brazil,131069,228706,29198,32033
Post_2741,TikTok,#Comedy,Live Stream,Australia,4274328,51628,65728,40477
Post_2742,Instagram,#Music,Reel,Canada,2564894,135335,28533,7583
Post_2745,Instagram,#Fitness,Reel,Japan,731621,11172,59313,35492
Post_2748,Twitter,#Comedy,Tweet,Japan,1478257,214006,34075,4887
Post_2749,YouTube,#Education,Video,Brazil,4514734,379897,38918,39164
Post_2752,Twitter,#Comedy,Video,Brazil,539158,353308,56963,25082
Post_2761,TikTok,#Gaming,Video,Japan,1644851,298638,90093,8246
Post_2764,Twitter,#Challenge,Tweet,Brazil,163743,224473,55311,4919
Post_2767,Instagram,#Comedy,Reel,UK,3747884,82226,76069,31192
Post_2768,TikTok,#Tech,Video,Japan,4199267,328742,88715,29237
Post_2770,Twitter,#Education,Video,UK,3631559,342320,77277,42683
Post_2773,YouTube,#Dance,Video,UK,1603866,238566,18807,26566
Post_2774,Instagram,#Fitness,Reel,Canada,3634352,280654,38955,13864
Post_2775,Instagram,#Dance,Post,Brazil,3727003,242287,93794,1561
Post_2782,TikTok,#Comedy,Video,Japan,75475,85849,52358,44489
Post_2784,YouTube,#Dance,Video,India,3148221,85754,68644,17491
Post_2788,TikTok,#Fitness,Live Stream,USA,3269477,35752,21135,8550
Post_2792,YouTube,#Fitness,Live Stream,Canada,1546021,17786,66926,20602
Post_2794,Instagram,#Music,Reel,UK,3816051,462424,91866,41600
Post_2795,YouTube,#Dance,Live Stream,India,254262,162743,48675,19106
Post_2796,YouTube,#Viral,Video,UK,497552,297185,73947,641
Post_2799,Twitter,#Music,Tweet,USA,3912292,422606,17064,4866
Post_2801,Instagram,#Music,Live Stream,Japan,1922920,346738,31025,28656
Post_2804,YouTube,#Dance,Video,Australia,1175324,386762,41178,14302
Post_2805,Twitter,#Education,Video,Australia,3768701,155300,63361,36129
Post_2807,Instagram,#Tech,Live Stream,UK,706597,69502,74826,29444
Post_2808,YouTube,#Viral,Live Stream,Germany,2202632,334540,11889,34157
Post_2809,TikTok,#Fashion,Video,India,1921116,184294,14637,49378
Post_2811,Instagram,#Challenge,Reel,UK,4402298,311108,37588,11747
Post_2813,Twitter,#Gaming,Tweet,Canada,4695987,154844,98585,41625
Post_2816,Instagram,#Dance,Reel,Canada,2608658,98810,82993,34706
Post_2823,Instagram,#Comedy,Live Stream,USA,410897,318387,21785,34447
Post_2825,YouTube,#Education,Video,Brazil,770800,35563,35816,14691
Post_2826,Twitter,#Comedy,Video,USA,4533943,426510,48183,8972
Post_2827,YouTube,#Fitness,Video,Germany,1270412,89497,4376,37047
Post_2829,TikTok,#Music,Live Stream,India,2829947,427028,21324,41946
Post_2830,Instagram,#Fashion,Live Stream,UK,3243480,129261,28764,26090
Post_2831,Instagram,#Viral,Post,Germany,3735626,401542,46135,21504
Post_2834,TikTok,#Viral,Live Stream,India,4451895,37935,75953,5049
Post_2838,Instagram,#Challenge,Reel,USA,228932,378052,98315,7270
Post_2840,Instagram,#Gaming,Post,Germany,4926990,270638,91444,45562
Post_2844,YouTube,#Tech,Live Stream,Brazil,3707778,357641,98906,36604
Post_2852,YouTube,#Tech,Video,Australia,1189401,477715,32182,43920
Post_2854,YouTube,#Viral,Video,Australia,540884,177369,13503,5565
Post_2856,TikTok,#Comedy,Live Stream,India,952111,156942,6001,23683
Post_2858,YouTube,#Fashion,Video,UK,1936713,220029,88576,32486
Post_2861,TikTok,#Challenge,Live Stream,UK,1948873,480313,50464,32966
Post_2865,Instagram,#Viral,Reel,Australia,1831119,491782,86681,48075
Post_2866,YouTube,#Music,Live Stream,Japan,3899621,283580,75787,8200
Post_2867,Twitter,#Viral,Video,UK,4426493,32332,47970,18676
Post_2868,YouTube,#Viral,Video,Brazil,2854666,173661,87934,21327
Post_2871,Twitter,#Comedy,Tweet,USA,930160,202154,89158,36847
Post_2875,Instagram,#Challenge,Live Stream,Canada,701100,318884,45392,11881
Post_2876,Instagram,#Tech,Post,Canada,4367832,28067,57644,1618
Post_2877,Instagram,#Comedy,Reel,Germany,3972959,32049,94677,6195
Post_2878,Instagram,#Comedy,Post,Canada,4599775,330663,79218,13710
Post_2882,YouTube,#Education,Live Stream,USA,4548049,300048,92372,25500
Post_2886,YouTube,#Education,Live Stream,Germany,3510131,3548,81158,28556
Post_2887,Instagram,#Gaming,Live Stream,India,1531926,391683,51624,29359
Post_2895,Twitter,#Fitness,Tweet,Canada,1826580,272598,66186,46956
Post_2896,Instagram,#Viral,Live Stream,USA,670827,419802,52712,9940
Post_2898,Instagram,#Tech,Live Stream,Canada,4926887,377993,44337,34514
Post_2901,YouTube,#Viral,Video,Germany,1494759,175825,6072,28977
Post_2903,TikTok,#Fashion,Live Stream,Japan,2661370,341057,24053,21815
Post_2905,TikTok,#Challenge,Live Stream,Australia,750309,254612,13280,27574
Post_2908,Instagram,#Challenge,Live Stream,UK,4498056,491674,95872,47593
Post_2913,YouTube,#Gaming,Video,Japan,1619481,48034,68983,7422
Post_2916,TikTok,#Music,Live Stream,Canada,3731215,85106,40033,6545
Post_2923,Twitter,#Dance,Video,Brazil,4577055,10189,21707,32963
Post_2925,YouTube,#Dance,Video,Japan,2454688,386172,96666,10872
Post_2927,YouTube,#Gaming,Video,Canada,4214191,468817,17311,32853
Post_2929,TikTok,#Viral,Live Stream,Germany,2360576,155459,19460,32963
Post_2931,Twitter,#Education,Tweet,India,2063181,239205,91849,32228
Post_2933,YouTube,#Music,Live Stream,Brazil,1541499,475565,3796,18382
Post_2934,YouTube,#Comedy,Live Stream,USA,1344792,449897,18592,42691
Post_2935,Instagram,#Tech,Live Stream,Germany,3184440,427144,76762,16306
Post_2940,YouTube,#Fashion,Video,Germany,4480208,192047,40789,19329
Post_2942,Instagram,#Fitness,Live Stream,Brazil,4116538,248427,78029,35739
Post_2948,YouTube,#Viral,Live Stream,USA,779573,185117,41077,26964
Post_2949,Instagram,#Dance,Post,India,4669272,368176,25124,26215
Post_2950,Twitter,#Dance,Tweet,India,920290,158850,294,20188
Post_2951,TikTok,#Tech,Live Stream,Brazil,880025,262765,56763,25619
Post_2953,YouTube,#Tech,Live Stream,Canada,4695675,332129,80070,7343
Post_2954,Instagram,#Education,Post,Australia,3909608,328265,91682,28567
Post_2957,Instagram,#Dance,Reel,USA,3869119,243254,45272,41026
Post_2959,Instagram,#Fashion,Live Stream,Japan,2510654,222047,42335,18710
Post_2961,Twitter,#Viral,Video,USA,281947,466399,94427,35399
Post_2963,TikTok,#Comedy,Video,Canada,4059525,396471,82515,13107
Post_2966,Instagram,#Fashion,Live Stream,Brazil,1418093,167927,21604,23507
Post_2967,Twitter,#Tech,Tweet,Japan,4089138,395765,32976,3225
Post_2969,Twitter,#Dance,Tweet,Germany,2628041,30963,1657,17698
Post_2972,YouTube,#Viral,Video,India,2386519,206625,35508,43076
Post_2973,TikTok,#Comedy,Video,Japan,1621403,210894,49146,22589
Post_2980,TikTok,#Viral,Live Stream,Canada,3915590,342524,23634,27590
Post_2982,TikTok,#Comedy,Video,Australia,1195064,196870,16363,33596
Post_2985,YouTube,#Gaming,Video,Brazil,2047545,362973,56321,474
Post_2988,TikTok,#Dance,Video,India,3541385,349668,34580,17972
Post_2990,Instagram,#Gaming,Reel,Australia,4401295,150497,53808,43102
Post_2993,YouTube,#Fitness,Live Stream,Canada,1326359,153912,62816,20351
Post_2994,TikTok,#Education,Live Stream,UK,3133284,395779,63400,32300
Post_2996,Twitter,#Music,Video,Australia,2594911,439273,14531,8322
Post_2997,TikTok,#Gaming,Video,Brazil,3279951,235134,43167,5780
Post_3000,YouTube,#Education,Live Stream,Germany,3658157,356529,10550,28308
Post_3001,YouTube,#Dance,Video,Australia,225818,233282,45288,40116
Post_3003,Twitter,#Fashion,Video,Australia,328068,11779,42054,41258
Post_3007,YouTube,#Fashion,Video,UK,2812765,306990,16758,13945
Post_3008,YouTube,#Tech,Video,USA,1396240,453311,31644,20317
Post_3010,Twitter,#Education,Tweet,USA,698996,230272,90423,36387
Post_3015,Twitter,#Gaming,Tweet,Canada,1864193,357294,54233,8180
Post_3016,TikTok,#Gaming,Live Stream,UK,3808549,100605,35524,44184
Post_3017,Twitter,#Fashion,Tweet,UK,1072473,485342,96891,40353
Post_3019,Twitter,#Fashion,Tweet,USA,2416660,54359,30217,3033
Post_3027,Instagram,#Comedy,Live Stream,Germany,1576922,260556,5576,916
Post_3031,Instagram,#Education,Live Stream,Canada,1889280,209379,52856,26935
Post_3034,Instagram,#Viral,Post,India,4032339,447185,95082,4553
Post_3035,TikTok,#Dance,Video,USA,3249902,319481,63705,49236
Post_3038,TikTok,#Gaming,Video,Japan,3687223,181751,62834,14368
Post_3040,Instagram,#Viral,Reel,Australia,939246,57670,81461,29497
Post_3047,TikTok,#Education,Live Stream,Germany,3849113,271549,55550,30444
Post_3051,Instagram,#Challenge,Live Stream,USA,3068331,454979,20223,17128
Post_3053,Instagram,#Comedy,Post,Canada,1119674,109989,80729,8816
Post_3054,YouTube,#Fitness,Live Stream,Canada,4671503,354700,68406,4501
Post_3058,YouTube,#Dance,Video,Germany,391207,313055,24804,6375
Post_3060,Twitter,#Tech,Video,Germany,50092,58484,34868,16745
Post_3064,Twitter,#Music,Tweet,Brazil,4866287,110197,97705,47593
