Platform,Hashtag,Content_Type,Impressions,Views,Likes,Shares,Comments,Engagement_Rate
TikTok,Music,Video,108821,98327,5447,2696,1676,0.0999
Instagram,Education,Video,65205,64621,6909,2997,6064,0.2471
Twitter,Gaming,Video,146581,62492,17156,2335,9491,0.4638
Facebook,Education,Carrousel,76440,3571,5353,20,3481,2.4794
Twitter,Fitness,Text,84900,40500,3397,288,2307,0.148
TikTok,Beauty,Video,51106,14231,11443,2403,8030,1.5372
Facebook,Gaming,Photo,124813,91178,9684,3293,3803,0.184
Facebook,Fitness,Carrousel,76542,75597,25915,11731,6136,0.5791
TikTok,Fitness,Video,91722,61132,15121,12699,4786,0.5334
TikTok,Challenge,Video,134845,86673,15526,448,810,0.1936
TikTok,Challenge,Photo,148713,95116,14701,6284,2227,0.244
Instagram,Gaming,Video,150453,98629,19399,1908,94,0.217
Twitter,Challenge,Video,101894,90093,5690,2672,2294,0.1183
Instagram,Gaming,Video,54471,40154,5018,604,4146,0.2433
Instagram,Education,Video,179970,82539,8659,6143,1045,0.192
Facebook,Fitness,Text,116865,75787,6725,129,1594,0.1115
Facebook,Beauty,Photo,179147,74254,8761,297,3190,0.1649
TikTok,Beauty,Video,179938,65485,6536,1686,4285,0.191
Instagram,Fitness,Video,140293,79009,8198,6945,667,0.2001
TikTok,Education,Video,179693,95618,11918,6655,5002,0.2466
Twitter,Beauty,Photo,162069,93850,11682,3401,4870,0.2126
Instagram,Gaming,Video,170505,94215,8908,848,783,0.1119
Instagram,Tech,Video,91728,67046,15679,456,209,0.2438
Twitter,Music,Carrousel,115587,91789,9538,2528,3191,0.1662
Instagram,Fitness,Video,122557,47730,8201,2720,260,0.2343
TikTok,Challenge,Video,128085,99121,3652,2176,2934,0.0884
TikTok,Gaming,Video,48814,47967,29070,584,3794,0.6973
Instagram,Beauty,Video,172070,90517,8132,6485,6311,0.2312
Instagram,Gaming,Video,115560,64307,2922,1160,944,0.0782
Twitter,Comedy,Carrousel,127401,94943,5782,1655,5777,0.1392
Twitter,Comedy,Video,107268,61586,7472,4668,2053,0.2305
Facebook,Gaming,Text,105496,86114,12228,317,8392,0.2431
Instagram,Music,Photo,161126,96566,15253,986,7176,0.2425
Instagram,Fitness,Video,101682,88208,14405,6903,149,0.2433
Twitter,Beauty,Video,173714,97664,7434,3462,6452,0.1776
Facebook,Fitness,Photo,155562,6030,7555,4934,4902,2.8841
TikTok,Beauty,Video,110559,95954,4595,1396,1649,0.0796
Instagram,Fitness,Video,69530,69453,8516,226,6962,0.2261
Twitter,Music,Carrousel,136483,73530,15503,865,2085,0.251
Facebook,Tech,Video,115550,90036,8859,8296,1720,0.2096
Twitter,Education,Text,110516,95435,6665,5823,4003,0.1728
Instagram,Challenge,Video,165748,78933,6617,6079,3374,0.2036
Facebook,Comedy,Photo,167990,30957,3514,2885,1029,0.2399
Twitter,Fitness,Text,113461,93897,8557,7097,319,0.1701
TikTok,Challenge,Video,113767,89152,11231,493,6732,0.207
Twitter,Challenge,Video,61772,48707,6204,1463,802,0.1739
Facebook,Music,Photo,124495,98612,9648,6654,1152,0.177
Instagram,Music,Carrousel,118419,92600,9158,6002,4545,0.2128
Twitter,Music,Carrousel,161924,66791,5513,2093,983,0.1286
Instagram,Gaming,Video,159892,97446,11935,8414,2548,0.235
Twitter,Tech,Carrousel,40837,7107,6478,40,2866,1.3204
Twitter,Gaming,Carrousel,116494,51053,26636,15540,9242,1.0071
Instagram,Comedy,Photo,162905,95142,25979,19006,3723,0.512
Facebook,Fitness,Carrousel,154105,77787,11253,8155,642,0.2578
TikTok,Fitness,Video,112352,99890,13089,440,1516,0.1506
Twitter,Education,Text,143973,85198,7217,1938,6847,0.1878
Instagram,Fitness,Carrousel,161073,88369,11009,5945,576,0.1984
TikTok,Beauty,Video,91307,40063,3941,3561,583,0.2018
Facebook,Comedy,Video,176245,95572,11096,10078,2756,0.2504
Instagram,Beauty,Video,88257,76158,13904,26,627,0.1911
Facebook,Tech,Carrousel,150294,99694,19371,16388,939,0.3681
Instagram,Music,Video,106290,37605,6016,842,1324,0.2176
Twitter,Comedy,Photo,91559,90660,12510,798,2760,0.1772
Twitter,Fitness,Photo,166612,69238,8429,6472,2412,0.2501
Instagram,Gaming,Video,133503,88675,8188,6156,3870,0.2054
TikTok,Challenge,Video,105637,86204,19259,98,918,0.2352
Instagram,Beauty,Photo,141753,71179,7018,6052,38,0.1842
Instagram,Education,Video,163494,90576,3245,1205,985,0.06
Facebook,Beauty,Text,104847,84386,9777,7843,1294,0.2241
Instagram,Tech,Video,159896,91732,13768,1997,7144,0.2497
Instagram,Education,Video,171207,81050,15603,3652,1174,0.2521
Facebook,Comedy,Photo,137944,69203,9002,1910,4674,0.2252
TikTok,Comedy,Video,149629,96402,11413,1593,1592,0.1514
TikTok,Challenge,Video,138855,94342,12728,1213,1212,0.1606
Twitter,Tech,Carrousel,116577,98642,14364,5302,5842,0.2586
TikTok,Tech,Photo,144664,66444,10931,900,153,0.1804
Facebook,Education,Carrousel,136901,70511,5401,4914,5210,0.2202
Instagram,Gaming,Video,107831,63382,2219,1924,1460,0.0884
TikTok,Beauty,Video,62544,16451,13391,4408,5037,1.3881
Instagram,Tech,Video,171742,51303,6977,969,3980,0.2325
Facebook,Tech,Carrousel,170890,90275,17023,12063,8589,0.4173
Twitter,Challenge,Carrousel,169559,99100,9456,7998,1477,0.191
Twitter,Challenge,Text,76629,67435,5603,2931,1473,0.1484
TikTok,Tech,Video,96846,93194,15391,2608,5900,0.2564
Facebook,Beauty,Text,68227,30297,28342,8182,5934,1.4014
TikTok,Music,Video,120911,91341,9219,397,445,0.1101
TikTok,Challenge,Video,150174,95152,11413,752,3399,0.1636
Instagram,Education,Video,145455,87423,6256,5992,270,0.1432
TikTok,Music,Video,138652,90585,12278,5864,3089,0.2344
Twitter,Music,Video,117848,96618,6272,2088,279,0.0894
Facebook,Education,Carrousel,166815,93502,16640,4835,9995,0.3366
Facebook,Education,Text,89832,60116,5314,1956,4957,0.2034
Facebook,Education,Text,110283,83582,18600,1205,460,0.2425
Instagram,Music,Video,154948,53024,25023,8579,409,0.6414
Facebook,Music,Carrousel,129312,89729,10940,2926,3922,0.1982
Facebook,Challenge,Photo,126463,98678,4068,3027,2598,0.0982
Facebook,Music,Carrousel,157926,94309,8195,3484,3202,0.1578
Instagram,Music,Video,146356,81550,8855,6104,1978,0.2077
Facebook,Beauty,Carrousel,134986,86928,11575,6273,2125,0.2298
Instagram,Education,Video,171809,24995,4699,1030,707,0.2575
Twitter,Beauty,Carrousel,177766,60834,6250,1892,673,0.1449
Twitter,Comedy,Carrousel,153978,68041,6943,657,3908,0.1691
Twitter,Challenge,Carrousel,105532,49583,4273,1281,2928,0.1711
TikTok,Gaming,Video,164650,64988,7645,343,5392,0.2059
TikTok,Challenge,Photo,133207,90005,11382,3514,7451,0.2483
Facebook,Challenge,Carrousel,118092,72014,11992,1787,2822,0.2305
TikTok,Music,Video,153817,67810,18911,13137,3559,0.5251
Instagram,Education,Video,80001,72034,2961,927,653,0.063
Instagram,Tech,Carrousel,98147,87957,9674,6759,2485,0.2151
TikTok,Comedy,Video,127127,31910,3246,1481,2008,0.2111
Facebook,Comedy,Text,155120,79584,5150,4635,3209,0.1633
Instagram,Music,Photo,99545,87412,8451,6276,6313,0.2407
TikTok,Comedy,Video,177473,44269,6527,1501,2346,0.2343
Twitter,Tech,Carrousel,111697,90861,6071,6037,410,0.1378
Instagram,Education,Video,94704,87574,10612,337,4698,0.1787
Twitter,Music,Video,178973,88037,8351,7056,4459,0.2257
Facebook,Challenge,Video,178615,80543,11541,7216,1165,0.2473
Instagram,Gaming,Carrousel,117460,66773,5463,3808,1336,0.1589
Instagram,Beauty,Video,83491,82145,13836,219,1592,0.1905
Instagram,Fitness,Video,104990,88792,6448,483,4749,0.1315
Facebook,Comedy,Carrousel,68490,39336,27736,9848,10533,1.2232
Instagram,Music,Video,99174,76525,10153,4687,1237,0.2101
Instagram,Gaming,Video,107760,99567,21532,60,1135,0.2283
Twitter,Fitness,Carrousel,76732,75398,8856,7934,540,0.2298
Facebook,Music,Video,137660,84810,11148,1331,5221,0.2087
Twitter,Education,Photo,57069,11722,20481,7738,10609,3.3124
Facebook,Tech,Video,148626,90673,12153,1005,6379,0.2155
Instagram,Education,Carrousel,165424,80327,5572,1365,3199,0.1262
Facebook,Tech,Carrousel,172005,81455,7227,1862,3800,0.1582
Facebook,Tech,Carrousel,107118,94079,10113,5981,6060,0.2355
TikTok,Beauty,Video,135568,86884,9199,7161,3825,0.2323
Twitter,Music,Photo,101965,85848,9785,3764,4900,0.2149
Twitter,Fitness,Text,53767,50224,3399,864,2569,0.136
Instagram,Comedy,Video,151803,85847,13273,6224,2193,0.2527
Facebook,Fitness,Photo,126955,84419,29642,12343,6546,0.5749
TikTok,Gaming,Photo,30796,17094,2597,455,1061,0.2406
Instagram,Beauty,Video,112041,96347,16205,564,5086,0.2268
Facebook,Tech,Text,171968,86154,10927,3853,5113,0.2309
Facebook,Fitness,Video,159576,79951,22305,158,6223,0.3588
Instagram,Fitness,Video,112253,85269,9040,6980,5229,0.2492
Instagram,Music,Carrousel,118942,98546,4701,3487,1294,0.0962
Twitter,Comedy,Photo,74809,73059,8600,280,6230,0.2068
Instagram,Gaming,Video,70763,60163,9419,1428,934,0.1958
Instagram,Comedy,Video,158642,92322,9079,2158,5736,0.1838
TikTok,Comedy,Video,177285,82565,4381,4212,3250,0.1434
TikTok,Music,Photo,115218,36120,4929,1580,1638,0.2256
Instagram,Gaming,Video,149853,91218,9333,806,7702,0.1956
Twitter,Music,Text,127339,71167,10475,289,1997,0.1793
Instagram,Fitness,Video,117145,88586,13813,4282,3566,0.2445
Instagram,Education,Video,161501,90887,13957,987,6526,0.2362
Instagram,Comedy,Video,94200,90482,21871,13204,5657,0.4502
Facebook,Tech,Text,108488,72438,7247,5896,4879,0.2488
Instagram,Challenge,Video,90982,82771,4109,1801,157,0.0733
Twitter,Challenge,Text,162254,63083,5438,4572,4373,0.228
Twitter,Challenge,Photo,160366,87575,9921,195,3704,0.1578
Facebook,Beauty,Video,113301,50773,6018,2289,1764,0.1984
Facebook,Challenge,Text,106307,54239,15960,11349,6710,0.6272
Facebook,Fitness,Photo,152624,83317,7406,4927,2744,0.181
Facebook,Challenge,Photo,170027,89831,19886,3441,3414,0.2977
TikTok,Tech,Video,168085,73804,12070,1983,2042,0.2181
Twitter,Beauty,Carrousel,121254,95228,6598,6361,311,0.1393
TikTok,Education,Video,124695,62892,5991,775,3506,0.1633
TikTok,Education,Video,114540,92897,14056,6580,3224,0.2568
Facebook,Music,Video,119163,6838,12640,775,5889,2.823
TikTok,Music,Video,156271,99593,4627,4101,1464,0.1023
TikTok,Education,Video,101609,88295,12907,9100,529,0.2552
Instagram,Challenge,Photo,109810,64593,6680,5767,357,0.1982
TikTok,Comedy,Video,132373,84322,8951,5551,5469,0.2368
Facebook,Gaming,Photo,114376,99505,13677,1850,6030,0.2166
Instagram,Education,Photo,128954,85848,11171,1099,5827,0.2108
Facebook,Beauty,Video,126656,81548,8152,5706,1869,0.1929
TikTok,Fitness,Video,86812,79720,11990,2438,5669,0.2521
TikTok,Education,Photo,153905,67451,5182,3220,2870,0.1671
Twitter,Challenge,Carrousel,143494,92100,9979,5015,129,0.1642
TikTok,Challenge,Video,175881,85070,6959,764,1032,0.1029
Instagram,Gaming,Video,127628,93271,6786,2069,4922,0.1477
Twitter,Comedy,Carrousel,177029,93984,11970,7096,3668,0.2419
Twitter,Gaming,Video,110590,82989,14187,1550,2226,0.2165
Facebook,Beauty,Text,113569,80807,10537,66,1820,0.1537
Instagram,Gaming,Photo,137980,88722,11325,1976,4507,0.2007
Twitter,Beauty,Carrousel,134609,52087,9219,817,1563,0.2227
TikTok,Beauty,Video,101785,74548,6859,697,671,0.1104
Facebook,Music,Video,151224,79864,9942,4594,3484,0.2256
Twitter,Music,Carrousel,160731,84102,10988,3900,6940,0.2595
TikTok,Beauty,Video,126303,98837,19472,3473,2590,0.2584
Twitter,Challenge,Video,167184,38277,20288,4503,4807,0.7733
TikTok,Beauty,Video,98406,42099,21522,16317,6976,1.0645
TikTok,Education,Video,152364,73257,8652,5511,4471,0.2544
Facebook,Beauty,Carrousel,121454,84553,16397,8225,7573,0.3808
Twitter,Tech,Photo,100426,62639,10398,9305,5097,0.3959
Twitter,Challenge,Video,127925,72467,8450,7608,1314,0.2397
TikTok,Music,Video,162398,83605,11465,5475,1661,0.2225
Facebook,Education,Carrousel,165744,72424,6046,2950,5184,0.1958
Instagram,Education,Photo,129729,89596,9104,6615,3985,0.2199
Facebook,Beauty,Carrousel,170032,91207,10948,7460,2924,0.2339
TikTok,Fitness,Video,118174,85258,6519,4326,1393,0.1435
Twitter,Challenge,Video,93105,80241,9507,3016,1531,0.1751
TikTok,Gaming,Video,130888,84010,6448,919,5886,0.1578
Twitter,Education,Photo,173421,92577,13677,6287,609,0.2222
Twitter,Beauty,Text,61477,56654,5198,3874,2772,0.2091
Facebook,Challenge,Text,160814,51295,9520,801,675,0.2144
TikTok,Challenge,Video,123102,93688,9746,2652,5162,0.1874
Instagram,Fitness,Video,103295,92859,5337,3003,2643,0.1183
Twitter,Beauty,Photo,137515,96495,17120,5242,841,0.2405
Twitter,Tech,Carrousel,144100,73299,8033,4052,820,0.1761
Facebook,Fitness,Video,71574,34591,4724,3744,167,0.2496
Instagram,Education,Video,154191,91921,11633,9529,908,0.2401
TikTok,Beauty,Video,120536,64375,7228,2905,6020,0.2509
Twitter,Music,Photo,139448,98925,14049,7641,2019,0.2397
TikTok,Beauty,Video,171778,75798,8145,198,4912,0.1749
Facebook,Gaming,Carrousel,139984,70720,8251,2389,318,0.1549
Facebook,Beauty,Carrousel,112480,92700,16952,2586,2580,0.2386
Facebook,Comedy,Video,119941,82326,9835,1366,6572,0.2159
TikTok,Challenge,Video,99765,86602,25824,18788,174,0.5171
Twitter,Gaming,Carrousel,164531,98081,11260,646,6481,0.1875
TikTok,Challenge,Video,117020,93404,10785,2905,8034,0.2326
Twitter,Music,Video,159338,92417,12786,6675,2237,0.2348
Instagram,Comedy,Video,154680,94489,9287,4887,6270,0.2164
Twitter,Comedy,Video,66046,60163,4708,2299,3038,0.167
TikTok,Beauty,Video,175922,79563,14332,2088,3623,0.2519
TikTok,Tech,Video,125856,93097,12501,11149,478,0.2592
Twitter,Education,Text,117139,88649,11898,2537,5167,0.2211
Twitter,Challenge,Video,91930,88932,8472,600,6245,0.1722
Twitter,Gaming,Photo,118239,81200,3630,3415,2351,0.1157
Instagram,Tech,Video,126328,78160,11557,5026,2371,0.2425
TikTok,Challenge,Video,115914,53865,28396,16207,355,0.8346
TikTok,Fitness,Video,85571,17761,20371,5420,7486,1.8736
TikTok,Beauty,Video,81182,80456,17592,16621,7578,0.5194
Facebook,Education,Carrousel,141551,85741,7800,7621,533,0.1861
Twitter,Gaming,Text,86623,82636,7998,4202,3356,0.1882
Twitter,Gaming,Photo,159535,87971,11491,6081,3758,0.2425
Instagram,Challenge,Video,142337,88341,10940,3291,7142,0.2419
TikTok,Music,Video,124388,95145,13192,8248,2896,0.2558
Instagram,Beauty,Photo,124452,99681,3200,1866,1302,0.0639
TikTok,Fitness,Video,163195,92703,13478,4556,4331,0.2413
Facebook,Music,Photo,166023,94913,8020,7384,1987,0.1832
Facebook,Fitness,Text,126486,87975,14454,1686,5170,0.2422
TikTok,Education,Video,92441,83768,12151,2660,2276,0.204
TikTok,Education,Video,157197,87705,7101,6023,6034,0.2184
Twitter,Gaming,Carrousel,72392,48682,6100,1336,5055,0.2566
Instagram,Challenge,Carrousel,110534,99718,14309,3307,6340,0.2402
TikTok,Fitness,Video,145127,76953,8025,7120,3456,0.2417
Twitter,Fitness,Carrousel,51690,26952,29402,14830,969,1.6771
Facebook,Beauty,Carrousel,147851,99214,7856,5128,3699,0.1682
TikTok,Fitness,Video,137335,97260,12253,5157,6103,0.2418
TikTok,Tech,Video,95382,77720,9361,1610,8683,0.2529
Instagram,Music,Video,117499,94298,18193,559,3932,0.2406
TikTok,Fitness,Photo,100916,88560,13345,4689,4074,0.2496
Instagram,Comedy,Carrousel,136152,85584,24619,6767,7088,0.4495
Twitter,Gaming,Photo,142525,80159,16968,646,3144,0.259
Instagram,Education,Video,79617,66859,7053,5041,4851,0.2534
TikTok,Tech,Photo,49171,45182,6316,2421,1420,0.2248
Twitter,Fitness,Carrousel,124080,89625,19647,872,1296,0.2434
Twitter,Education,Text,168098,89331,7843,4426,1044,0.149
TikTok,Music,Video,174107,86160,13511,115,2998,0.1929
TikTok,Education,Video,81506,80571,6426,580,1522,0.1058
Facebook,Tech,Photo,178359,91117,17726,1584,3420,0.2495
TikTok,Gaming,Video,102816,82998,9659,5851,3290,0.2265
Instagram,Music,Video,112246,94598,12715,3418,6298,0.2371
Instagram,Fitness,Video,134011,95251,15926,5914,2632,0.2569
TikTok,Tech,Video,174364,65414,22103,15847,8596,0.7116
TikTok,Music,Video,104395,89263,6016,50,712,0.0759
Twitter,Challenge,Video,103699,70123,12048,496,2466,0.2141
Instagram,Comedy,Video,86214,69522,7520,3642,1701,0.185
TikTok,Tech,Video,118265,13770,16762,12519,4103,2.4244
Facebook,Education,Photo,92758,92320,12577,6059,3227,0.2368
Instagram,Comedy,Photo,99942,87668,8646,4119,7731,0.2338
Twitter,Gaming,Video,93116,61919,2165,921,1511,0.0742
Instagram,Fitness,Video,83569,66942,7768,1879,5755,0.2301
Twitter,Fitness,Carrousel,152331,88926,11218,1623,612,0.1513
Instagram,Fitness,Video,102396,98585,15867,913,8078,0.2521
TikTok,Comedy,Video,172382,51892,6533,693,2607,0.1895
Instagram,Tech,Video,144736,54967,6564,1443,4377,0.2253
Facebook,Music,Video,166606,62659,8694,413,2711,0.1886
Twitter,Comedy,Text,102155,62042,5772,1575,2908,0.1653
Instagram,Challenge,Video,69164,29269,21692,4006,9388,1.1987
Facebook,Fitness,Video,135105,49443,10460,281,2058,0.2589
Twitter,Challenge,Photo,92571,50399,8791,2237,867,0.236
TikTok,Fitness,Video,99670,90050,5705,4435,890,0.1225
Twitter,Music,Text,168239,93700,10970,8431,329,0.2106
Twitter,Music,Carrousel,169156,36267,10105,7219,1098,0.508
TikTok,Tech,Video,163842,64679,25878,8920,6446,0.6377
TikTok,Tech,Video,170409,45645,5510,1731,413,0.1677
TikTok,Fitness,Video,126975,27919,3696,257,2099,0.2168
Twitter,Tech,Carrousel,163200,73640,11995,2296,1198,0.2103
Instagram,Fitness,Carrousel,103957,78590,10081,4153,5283,0.2483
Facebook,Challenge,Video,133112,75020,13814,2828,2292,0.2524
Twitter,Education,Carrousel,87821,83760,7445,6113,4168,0.2116
Facebook,Music,Video,80151,69955,14555,520,1932,0.2431
TikTok,Gaming,Video,176304,97140,21090,1611,629,0.2402
TikTok,Education,Video,105093,84021,12274,768,5917,0.2256
Facebook,Fitness,Photo,128008,92228,11247,6216,4575,0.239
Twitter,Tech,Carrousel,134028,99886,9509,8791,2900,0.2122
Twitter,Gaming,Text,107413,83978,8008,3516,6176,0.2108
Instagram,Gaming,Carrousel,163250,41361,5321,1520,3595,0.2523
Facebook,Fitness,Text,137981,88518,9634,2725,6975,0.2184
Facebook,Challenge,Photo,119452,72011,7255,1211,4558,0.1809
Instagram,Fitness,Video,140815,90258,11563,977,5418,0.199
Twitter,Challenge,Photo,143090,91731,7381,4513,945,0.14
Twitter,Music,Text,178955,81482,12697,5052,3115,0.2561
Twitter,Beauty,Video,153224,86724,11861,2601,1527,0.1844
TikTok,Beauty,Video,160004,70399,7589,5256,589,0.1908
Twitter,Education,Photo,100134,99025,12404,532,2757,0.1585
TikTok,Beauty,Video,105186,89223,13682,652,3890,0.2043
TikTok,Beauty,Video,148579,88030,14905,1588,3622,0.2285
Facebook,Education,Text,115135,79336,14986,3150,1859,0.252
Facebook,Gaming,Video,160154,83641,7072,2217,5192,0.1731
Facebook,Challenge,Photo,176452,18791,18678,14403,5598,2.0584
Instagram,Tech,Video,110264,72695,2962,1747,778,0.0755
Instagram,Gaming,Video,106961,87013,9376,5375,7343,0.2539
Twitter,Tech,Text,105191,82850,7489,3916,7369,0.2266
Twitter,Gaming,Carrousel,95573,93786,8403,6647,5408,0.2181
Facebook,Beauty,Video,129757,74346,4744,2462,306,0.101
Facebook,Music,Carrousel,151659,68755,8013,1403,3577,0.189
Twitter,Challenge,Video,144205,98360,6948,4935,5822,0.18
Twitter,Challenge,Photo,83635,74200,11294,6025,612,0.2417
Twitter,Gaming,Video,145104,99762,10739,983,3740,0.155
Twitter,Comedy,Photo,124019,5374,9039,3959,222,2.46
TikTok,Comedy,Video,113144,76720,6811,4863,6710,0.2396
Instagram,Comedy,Video,148372,99721,9931,4352,3701,0.1803
Facebook,Comedy,Carrousel,130123,97434,21796,1376,2063,0.259
Twitter,Education,Video,70722,70650,17420,9849,380,0.3914
Twitter,Challenge,Video,145222,86031,13191,6050,3088,0.2595
TikTok,Gaming,Video,143877,83321,4342,4023,1698,0.1208
TikTok,Tech,Video,102701,83288,17667,361,667,0.2245
Instagram,Gaming,Video,109440,42003,4619,3252,464,0.1984
Twitter,Comedy,Photo,164361,99070,8911,1073,2706,0.1281
Facebook,Education,Photo,165297,42383,4210,3972,2497,0.252
TikTok,Tech,Video,170951,88745,13497,8477,633,0.2547
Instagram,Comedy,Video,140668,97420,11019,50,10577,0.2222
Facebook,Comedy,Text,88049,45947,4441,1804,2724,0.1952
Facebook,Beauty,Text,159078,74376,10100,6295,1644,0.2425
Instagram,Education,Video,147417,99926,9638,4519,701,0.1487
Instagram,Education,Video,105852,96187,10804,2703,9562,0.2398
TikTok,Fitness,Video,86198,82549,13904,3751,2225,0.2408
Instagram,Comedy,Video,157011,74687,6686,1622,3074,0.1524
Twitter,Education,Video,128652,96320,13040,7485,4180,0.2565
Instagram,Comedy,Video,108399,96554,17172,303,1411,0.1956
Instagram,Education,Photo,170591,56312,10720,2121,1210,0.2495
Instagram,Education,Carrousel,133603,98846,13633,5967,958,0.208
TikTok,Comedy,Video,173786,86793,13181,2595,6366,0.2551
Twitter,Comedy,Text,130462,64824,6429,3787,6415,0.2566
Instagram,Music,Photo,140988,86915,12385,4140,3205,0.227
Facebook,Tech,Photo,155145,68819,8551,5172,3584,0.2515
Facebook,Music,Video,160288,2003,3437,1268,1904,3.2996
Facebook,Fitness,Photo,98233,80461,9849,2867,3725,0.2043
Facebook,Challenge,Video,133042,94237,15675,1951,1506,0.203
Facebook,Challenge,Text,130030,86460,16767,1738,1753,0.2343
TikTok,Education,Photo,89042,61455,7755,2611,1700,0.1963
Facebook,Fitness,Text,134448,84776,5230,4597,2974,0.151
Facebook,Fitness,Photo,88042,85889,10097,5283,6074,0.2498
Instagram,Gaming,Video,112984,99303,13739,7362,1569,0.2283
Facebook,Beauty,Photo,165775,98116,9426,4182,5409,0.1938
Facebook,Music,Video,145713,91440,12773,3318,913,0.186
Instagram,Education,Video,99151,96360,8525,5894,7978,0.2324
Twitter,Challenge,Carrousel,124276,96748,8281,6282,1268,0.1636
Instagram,Comedy,Carrousel,82868,50924,7107,683,482,0.1624
TikTok,Comedy,Video,177467,66156,7330,5018,3333,0.237
Facebook,Comedy,Photo,44932,44628,5015,1815,1134,0.1785
Twitter,Tech,Text,84254,68227,7478,1356,1131,0.1461
Facebook,Fitness,Carrousel,176435,77632,6741,1453,1598,0.1261
TikTok,Comedy,Video,101369,98047,18593,4933,1929,0.2596
Instagram,Gaming,Video,148244,84160,13763,2537,4230,0.2439
Facebook,Fitness,Text,159036,87909,10683,3409,5908,0.2275
Instagram,Education,Video,155044,95598,11265,1581,7540,0.2132
Facebook,Challenge,Text,124679,53053,6286,2302,1134,0.1833
Instagram,Gaming,Video,166918,64463,6266,2881,2722,0.1841
Facebook,Comedy,Video,132371,99015,13134,7241,2658,0.2326
Twitter,Beauty,Text,163250,92626,10683,1192,1820,0.1479
Instagram,Fitness,Carrousel,148999,79595,9667,1957,1104,0.1599
Facebook,Comedy,Carrousel,151964,95417,13765,4763,4894,0.2455
Instagram,Beauty,Video,132073,94112,9033,1459,6756,0.1833
Instagram,Music,Video,169372,75722,7067,6787,1906,0.2081
Facebook,Comedy,Carrousel,94130,75297,3953,3336,1693,0.1193
Instagram,Beauty,Video,143538,96213,7148,7008,622,0.1536
Instagram,Comedy,Carrousel,175893,55479,7087,1414,1858,0.1867
TikTok,Music,Video,126423,97538,17208,4272,3790,0.2591
TikTok,Tech,Video,91834,69114,10026,4008,1022,0.2178
Twitter,Challenge,Carrousel,149522,77693,7557,5965,1151,0.1889
Instagram,Gaming,Video,100721,89454,5094,892,4157,0.1134
Twitter,Tech,Video,134784,83472,8296,4103,4395,0.2012
TikTok,Beauty,Video,69463,51894,5112,354,2477,0.1531
TikTok,Challenge,Video,99244,86288,4964,619,618,0.0719
TikTok,Gaming,Video,159310,45261,4036,1894,2818,0.1933
Facebook,Gaming,Text,44615,31472,25839,8125,3036,1.1756
Instagram,Gaming,Carrousel,111627,83686,9312,5340,3338,0.215
Facebook,Gaming,Photo,115551,86858,11787,6435,1958,0.2323
TikTok,Education,Video,116417,82784,9747,905,7317,0.2171
Facebook,Beauty,Photo,58583,46383,6076,3792,418,0.2218
Twitter,Tech,Video,133513,95488,11370,4436,2563,0.1924
Facebook,Fitness,Text,94144,90101,9961,1748,2835,0.1614
Facebook,Beauty,Video,146991,89483,15681,1428,5991,0.2581
Twitter,Music,Photo,116167,83292,4214,1759,3436,0.113
Twitter,Gaming,Photo,129641,77382,5874,1265,2799,0.1284
TikTok,Comedy,Video,175749,89918,9090,1105,2446,0.1406
TikTok,Music,Video,92908,33331,2208,2100,317,0.1388
TikTok,Comedy,Video,104546,87856,9449,6987,544,0.1933
Facebook,Gaming,Carrousel,174624,74354,10492,6681,2086,0.259
Twitter,Tech,Photo,118848,55090,5635,3089,3385,0.2198
Facebook,Fitness,Carrousel,133315,95377,8537,113,633,0.0973
Facebook,Gaming,Photo,93983,90587,16865,4710,480,0.2435
Instagram,Gaming,Video,118053,94397,10303,7230,1975,0.2067
TikTok,Beauty,Photo,179055,97923,12585,1502,9809,0.244
Instagram,Music,Photo,164152,86657,11742,8527,2207,0.2594
TikTok,Fitness,Video,145319,91325,12680,3807,1092,0.1925
TikTok,Education,Video,110630,98591,10984,2650,8310,0.2226
Facebook,Music,Text,115914,55718,2527,2044,1915,0.1164
Twitter,Gaming,Carrousel,103084,89771,10584,1055,7339,0.2114
Twitter,Education,Photo,149503,90009,14839,3741,4521,0.2567
Facebook,Fitness,Carrousel,132966,97037,13048,1300,7971,0.23
Instagram,Challenge,Video,110445,93978,7669,3024,7379,0.1923
TikTok,Comedy,Video,168900,94788,11841,1719,4390,0.1894
Facebook,Music,Carrousel,175714,31154,2577,2105,407,0.1633
Instagram,Fitness,Video,126339,80300,4284,3871,1433,0.1194
Twitter,Education,Carrousel,37946,25313,26072,4003,423,1.2048
Instagram,Fitness,Video,173503,90276,16902,4071,637,0.2394
Facebook,Education,Carrousel,139291,87481,7946,1049,4110,0.1498
Facebook,Challenge,Carrousel,176093,94369,14034,6608,1236,0.2318
Instagram,Comedy,Video,178754,98076,7519,2434,3163,0.1337
Instagram,Gaming,Video,112643,26820,18947,16701,8152,1.6331
Instagram,Tech,Video,173098,77930,13406,1937,3843,0.2462
TikTok,Education,Video,82983,71549,9340,8412,355,0.2531
Instagram,Tech,Video,126028,99783,6568,4532,1910,0.1304
Instagram,Fitness,Carrousel,129488,96072,15001,4413,4173,0.2455
Twitter,Music,Carrousel,146471,92502,4503,3600,3636,0.1269
Twitter,Fitness,Text,121968,98808,11713,5583,1795,0.1932
Twitter,Gaming,Photo,105836,93461,15595,2082,5826,0.2515
